pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene
77.19,175.78,5.38,15.27,1.07,12.5,37.24,2024-12-25 00:15:00,1.61,0.48,2.77,0.8
76.44,173.96,5.21,14.8,1.09,12.1,35.87,2024-12-25 00:30:00,1.62,0.49,2.8,0.81
75.39,171.17,,,1.09,,39.02,2024-12-25 00:45:00,1.61,0.48,2.76,0.8
75.39,171.17,4.92,13.97,0.99,11.43,38.17,2024-12-25 01:00:00,1.56,0.47,2.68,0.77
75.39,171.17,4.82,13.67,0.99,11.18,33.68,2024-12-25 01:15:00,1.49,0.45,2.57,0.74
74.91,169.99,4.5,12.76,0.96,10.44,33.25,2024-12-25 01:30:00,1.46,0.44,2.52,0.73
74.23,168.18,4.91,13.95,1.0,11.41,26.02,2024-12-25 01:45:00,1.5,0.45,2.59,0.75
74.23,168.18,5.04,14.3,1.02,11.7,25.09,2024-12-25 02:00:00,1.58,0.48,2.72,0.78
74.23,168.18,5.41,15.35,1.07,12.56,25.49,2024-12-25 02:15:00,1.6,0.48,2.75,0.79
73.08,165.51,5.22,14.81,1.06,12.11,22.44,2024-12-25 02:30:00,1.59,0.48,2.74,0.79
71.59,161.41,5.18,14.69,1.05,12.02,21.78,2024-12-25 02:45:00,1.58,0.48,2.72,0.78
71.59,161.41,,,0.81,,19.0,2024-12-25 03:00:00,1.33,0.4,2.29,0.66
71.59,161.41,5.27,14.96,1.07,12.24,22.53,2024-12-25 03:15:00,1.61,0.48,2.76,0.8
72.48,163.85,,,1.07,,23.69,2024-12-25 03:30:00,1.6,0.48,2.76,0.8
73.96,167.5,,,1.09,,20.88,2024-12-25 03:45:00,1.64,0.49,2.83,0.82
73.96,167.5,5.3,15.04,1.09,12.3,18.79,2024-12-25 04:00:00,1.64,0.49,2.82,0.81
73.96,167.5,,,1.12,,17.84,2024-12-25 04:15:00,1.66,0.5,2.86,0.83
73.59,166.51,5.77,16.38,1.17,13.4,15.55,2024-12-25 04:30:00,1.72,0.52,2.96,0.85
72.85,164.65,5.6,15.88,1.15,12.99,13.96,2024-12-25 04:45:00,1.71,0.52,2.94,0.85
72.85,164.65,5.94,16.85,1.17,13.79,11.8,2024-12-25 05:00:00,1.7,0.51,2.93,0.85
72.85,164.65,5.83,16.53,1.2,13.53,11.46,2024-12-25 05:15:00,1.77,0.53,3.06,0.88
74.45,170.55,6.09,17.28,1.22,14.14,11.75,2024-12-25 05:30:00,1.79,0.54,3.08,0.89
79.76,182.36,5.8,16.46,1.22,13.46,12.79,2024-12-25 05:45:00,1.76,0.53,3.04,0.88
79.76,182.36,6.89,19.56,1.36,16.0,10.21,2024-12-25 06:00:00,1.93,0.58,3.33,0.96
79.76,182.36,7.15,20.3,1.55,16.61,7.9,2024-12-25 06:15:00,2.16,0.65,3.73,1.08
79.4,181.31,7.43,21.08,1.52,17.25,5.22,2024-12-25 06:30:00,2.13,0.64,3.67,1.06
78.59,179.36,7.3,20.71,1.55,16.94,1.69,2024-12-25 06:45:00,2.17,0.65,3.74,1.08
78.59,179.36,10.09,28.64,1.93,23.43,0.01,2024-12-25 07:00:00,2.72,0.82,4.69,1.35
78.59,179.36,16.7,47.38,2.19,38.76,0.01,2024-12-25 07:15:00,3.2,0.97,5.52,1.59
84.52,192.49,7.37,20.93,1.63,17.12,1.62,2024-12-25 07:30:00,2.38,0.72,4.11,1.18
93.59,217.81,6.53,18.54,1.34,15.16,5.44,2024-12-25 07:45:00,1.91,0.58,3.29,0.95
93.59,217.81,7.51,21.31,1.56,17.43,7.24,2024-12-25 08:00:00,2.16,0.65,3.73,1.07
93.59,217.81,6.89,19.55,1.45,15.99,6.27,2024-12-25 08:15:00,2.04,0.62,3.52,1.01
95.92,223.78,7.49,21.24,1.53,17.38,6.73,2024-12-25 08:30:00,2.18,0.66,3.77,1.09
99.75,233.62,7.86,22.3,1.57,18.24,7.95,2024-12-25 08:45:00,2.21,0.67,3.81,1.1
99.75,233.62,7.19,20.39,1.5,16.68,17.41,2024-12-25 09:00:00,2.1,0.63,3.62,1.04
99.75,233.62,7.43,21.07,1.47,17.24,23.67,2024-12-25 09:15:00,2.08,0.63,3.59,1.04
99.4,232.78,7.29,20.7,1.46,16.93,30.71,2024-12-25 09:30:00,2.06,0.62,3.54,1.02
98.87,231.36,7.26,20.61,1.48,16.86,34.47,2024-12-25 09:45:00,2.06,0.62,3.55,1.02
98.87,231.36,6.87,19.5,1.48,15.96,43.99,2024-12-25 10:00:00,2.07,0.62,3.57,1.03
98.87,231.36,6.75,19.16,1.42,15.68,51.33,2024-12-25 10:15:00,1.99,0.6,3.43,0.99
99.29,232.49,6.31,17.91,1.35,14.65,60.77,2024-12-25 10:30:00,1.93,0.58,3.32,0.96
99.98,234.22,6.01,17.07,1.23,13.96,68.05,2024-12-25 10:45:00,1.78,0.54,3.07,0.88
99.98,234.22,5.74,16.29,1.13,13.33,52.98,2024-12-25 11:00:00,1.56,0.47,2.68,0.77
99.98,234.22,5.58,15.83,1.16,12.95,81.36,2024-12-25 11:15:00,1.7,0.51,2.93,0.85
97.4,227.81,5.3,15.05,1.07,12.31,84.65,2024-12-25 11:30:00,1.6,0.48,2.76,0.8
93.52,217.65,5.41,15.34,1.1,12.55,92.56,2024-12-25 11:45:00,1.58,0.48,2.72,0.78
93.52,217.65,5.28,14.99,1.08,12.26,94.18,2024-12-25 12:00:00,1.61,0.49,2.77,0.8
93.52,217.65,5.31,15.08,1.06,12.34,98.28,2024-12-25 12:15:00,1.6,0.48,2.75,0.79
81.34,186.42,,,,,81.33,2024-12-25 13:00:00,,,,
81.34,186.42,,,,,102.12,2024-12-25 13:15:00,,,,
71.66,161.17,4.98,14.12,1.04,11.55,106.94,2024-12-25 13:30:00,1.56,0.47,2.69,0.77
54.88,118.57,5.25,14.91,1.07,12.2,60.0,2024-12-25 13:45:00,1.6,0.48,2.75,0.79
54.88,118.57,5.84,16.57,1.19,13.56,123.43,2024-12-25 14:00:00,1.77,0.53,3.04,0.88
54.88,118.57,6.31,17.89,1.29,14.64,114.15,2024-12-25 14:15:00,1.88,0.57,3.25,0.94
55.62,120.58,7.1,20.14,1.44,16.47,113.24,2024-12-25 14:30:00,2.02,0.61,3.49,1.01
56.89,123.73,6.69,18.97,1.39,15.52,108.01,2024-12-25 14:45:00,1.95,0.59,3.36,0.97
56.89,123.73,3.87,10.97,0.75,8.98,100.0,2024-12-25 15:00:00,1.23,0.37,2.11,0.61
56.89,123.73,4.38,12.44,0.9,10.18,104.96,2024-12-25 15:15:00,1.42,0.43,2.44,0.7
57.46,125.07,4.59,13.01,0.93,10.65,108.55,2024-12-25 15:30:00,1.44,0.43,2.49,0.72
58.32,127.39,4.72,13.4,0.97,10.97,102.58,2024-12-25 15:45:00,1.49,0.45,2.56,0.74
58.32,127.39,5.09,14.44,1.03,11.81,112.16,2024-12-25 16:00:00,1.55,0.47,2.67,0.77
58.32,127.39,5.12,14.52,1.06,11.88,108.28,2024-12-25 16:15:00,1.59,0.48,2.74,0.79
57.56,125.08,5.68,16.11,1.17,13.18,107.04,2024-12-25 16:30:00,1.69,0.51,2.91,0.84
56.15,121.82,6.01,17.05,1.23,13.95,90.26,2024-12-25 16:45:00,1.8,0.54,3.11,0.9
56.15,121.82,6.43,18.25,1.31,14.93,84.39,2024-12-25 17:00:00,1.88,0.57,3.24,0.93
56.15,121.82,6.34,17.99,1.3,14.72,75.3,2024-12-25 17:15:00,1.87,0.57,3.23,0.93
58.15,126.91,7.82,22.18,1.6,18.15,57.75,2024-12-25 17:30:00,2.44,0.74,4.21,1.21
61.44,135.39,10.83,30.72,2.44,25.13,24.92,2024-12-25 17:45:00,3.0,0.91,5.18,1.49
61.44,135.39,9.68,27.48,1.85,22.48,62.57,2024-12-25 18:00:00,2.96,0.9,5.11,1.47
61.44,135.39,7.86,22.31,1.6,18.25,77.85,2024-12-25 18:15:00,2.26,0.68,3.9,1.12
69.57,156.24,8.36,23.72,1.68,19.41,71.69,2024-12-25 18:30:00,2.31,0.7,3.99,1.15
82.28,188.82,8.89,25.22,1.81,20.63,66.28,2024-12-25 18:45:00,2.49,0.75,4.28,1.23
82.28,188.82,7.46,21.17,1.38,17.32,51.47,2024-12-25 19:00:00,2.19,0.66,3.77,1.09
82.28,188.82,7.36,20.88,1.53,17.08,42.89,2024-12-25 19:15:00,2.11,0.64,3.63,1.05
85.32,196.97,6.85,19.45,1.4,15.91,38.89,2024-12-25 19:30:00,2.08,0.63,3.58,1.03
90.58,210.11,6.9,19.57,1.46,16.01,32.9,2024-12-25 19:45:00,2.1,0.63,3.62,1.04
90.58,210.11,7.42,21.06,1.52,17.23,40.58,2024-12-25 20:00:00,2.13,0.64,3.67,1.06
90.58,210.11,7.52,21.33,1.53,17.45,53.19,2024-12-25 20:15:00,2.14,0.65,3.69,1.06
90.45,209.75,6.94,19.69,1.41,16.11,61.46,2024-12-25 20:30:00,2.02,0.61,3.49,1.0
90.22,209.17,7.17,20.36,1.47,16.66,62.02,2024-12-25 20:45:00,2.09,0.63,3.6,1.04
90.22,209.17,7.61,21.59,1.56,17.66,62.84,2024-12-25 21:00:00,2.18,0.66,3.76,1.08
90.22,209.17,8.1,22.97,1.65,18.8,56.42,2024-12-25 21:15:00,2.3,0.7,3.97,1.14
90.76,210.49,8.35,23.71,1.69,19.39,60.0,2024-12-25 21:30:00,2.35,0.71,4.04,1.17
91.65,212.85,7.97,22.62,1.64,18.51,71.02,2024-12-25 21:45:00,2.26,0.68,3.9,1.12
91.65,212.85,8.07,22.9,1.65,18.74,66.58,2024-12-25 22:00:00,2.27,0.69,3.92,1.13
91.65,212.85,8.15,23.13,1.67,18.92,56.53,2024-12-25 22:15:00,2.36,0.71,4.07,1.17
92.15,214.18,8.3,23.55,1.69,19.26,64.17,2024-12-25 22:30:00,2.33,0.7,4.02,1.16
93.05,216.44,8.38,23.79,1.72,19.46,63.01,2024-12-25 22:45:00,2.35,0.71,4.05,1.17
93.05,216.44,6.31,17.91,1.27,14.65,40.47,2024-12-25 23:00:00,2.03,0.61,3.5,1.01
93.05,216.44,8.41,23.85,1.66,19.51,52.74,2024-12-25 23:15:00,2.24,0.68,3.85,1.11
92.51,215.13,7.62,21.63,1.54,17.7,45.61,2024-12-25 23:30:00,2.13,0.64,3.66,1.06
91.69,212.94,7.19,20.39,1.46,16.68,46.03,2024-12-26 00:00:00,2.06,0.62,3.54,1.02
91.69,212.94,7.87,22.34,1.6,18.28,33.81,2024-12-26 00:15:00,2.23,0.67,3.84,1.11
90.74,210.77,7.9,22.42,1.61,18.35,33.9,2024-12-26 00:30:00,2.24,0.68,3.86,1.11
89.26,206.72,8.08,22.93,1.64,18.76,28.9,2024-12-26 00:45:00,2.3,0.69,3.96,1.14
89.26,206.72,7.61,21.6,1.51,17.67,36.91,2024-12-26 01:00:00,2.25,0.68,3.88,1.12
89.26,206.72,6.16,17.47,1.31,14.3,46.23,2024-12-26 01:15:00,1.92,0.58,3.3,0.95
89.47,207.2,0.54,1.52,0.08,1.25,44.16,2024-12-26 01:30:00,0.34,0.1,0.58,0.17
89.76,208.01,,,0.0,0.0,44.42,2024-12-26 01:45:00,0.34,0.1,0.58,0.17
89.76,208.01,,,0.0,0.0,46.3,2024-12-26 02:00:00,0.34,0.1,0.58,0.17
89.76,208.01,,,0.0,0.0,30.58,2024-12-26 02:15:00,0.35,0.1,0.61,0.18
88.07,203.99,0.14,0.4,0.02,0.33,19.42,2024-12-26 02:30:00,0.44,0.13,0.75,0.22
85.28,196.52,0.29,0.81,0.05,0.66,12.92,2024-12-26 02:45:00,0.38,0.11,0.66,0.19
85.28,196.52,5.39,15.29,0.95,12.51,7.5,2024-12-26 03:00:00,1.56,0.47,2.69,0.78
85.28,196.52,6.23,17.68,1.25,14.47,5.65,2024-12-26 03:15:00,1.8,0.54,3.11,0.9
86.08,198.38,6.96,19.75,1.46,16.16,6.54,2024-12-26 03:30:00,2.1,0.63,3.62,1.04
87.43,202.02,5.83,16.54,1.19,13.53,7.43,2024-12-26 03:45:00,1.76,0.53,3.04,0.88
87.43,202.02,5.63,15.99,1.16,13.08,6.93,2024-12-26 04:00:00,1.73,0.52,2.98,0.86
87.43,202.02,5.92,16.81,1.21,13.75,4.77,2024-12-26 04:15:00,1.74,0.53,3.0,0.87
88.72,205.37,5.52,15.65,1.14,12.81,0.19,2024-12-26 04:30:00,1.69,0.51,2.91,0.84
90.91,210.95,5.09,14.45,1.07,11.82,,2024-12-26 04:45:00,1.61,0.49,2.78,0.8
90.91,210.95,5.22,14.8,1.06,12.11,2.18,2024-12-26 05:00:00,1.54,0.46,2.65,0.76
90.91,210.95,5.38,15.28,1.11,12.5,0.59,2024-12-26 05:15:00,1.67,0.5,2.87,0.83
91.44,212.28,5.61,15.92,1.15,13.02,,2024-12-26 05:30:00,1.66,0.5,2.86,0.82
92.32,214.57,5.59,15.85,1.15,12.97,2.26,2024-12-26 05:45:00,1.68,0.51,2.89,0.83
92.32,214.57,5.58,15.83,1.14,12.95,7.97,2024-12-26 06:00:00,1.68,0.51,2.9,0.84
92.32,214.57,5.7,16.18,1.16,13.24,6.23,2024-12-26 06:15:00,1.68,0.51,2.9,0.83
92.67,215.47,6.79,19.27,1.44,15.77,8.42,2024-12-26 06:30:00,2.0,0.6,3.44,0.99
93.2,216.83,8.21,23.3,1.7,19.06,4.61,2024-12-26 06:45:00,2.41,0.73,4.16,1.2
93.2,216.83,5.92,16.81,1.16,13.75,1.04,2024-12-26 07:00:00,1.12,0.34,1.92,0.55
93.2,216.83,6.62,18.77,1.35,15.36,0.57,2024-12-26 07:15:00,1.97,0.59,3.4,0.98
92.48,215.0,6.41,18.18,1.29,14.88,1.7,2024-12-26 07:30:00,1.94,0.58,3.34,0.96
91.21,211.71,7.13,20.22,1.43,16.54,2.2,2024-12-26 07:45:00,1.98,0.6,3.41,0.98
91.21,211.71,8.37,23.76,1.76,19.44,0.41,2024-12-26 08:00:00,2.5,0.76,4.31,1.24
91.21,211.71,8.42,23.89,1.73,19.54,2.47,2024-12-26 08:15:00,2.38,0.72,4.1,1.18
93.9,218.79,7.26,20.6,1.53,16.86,10.05,2024-12-26 08:30:00,2.11,0.64,3.64,1.05
98.57,230.6,7.46,21.16,1.5,17.31,13.86,2024-12-26 08:45:00,2.13,0.64,3.66,1.06
98.57,230.6,7.96,22.58,1.61,18.47,16.63,2024-12-26 09:00:00,2.23,0.67,3.85,1.11
98.57,230.6,8.02,22.75,1.63,18.61,20.97,2024-12-26 09:15:00,2.21,0.67,3.8,1.1
94.43,220.25,7.21,20.45,1.41,16.73,24.81,2024-12-26 09:30:00,2.14,0.65,3.69,1.06
87.27,201.63,4.39,12.45,0.91,10.19,29.3,2024-12-26 09:45:00,1.46,0.44,2.51,0.72
87.27,201.63,3.26,9.24,0.66,7.56,35.57,2024-12-26 10:00:00,1.14,0.34,1.95,0.56
87.27,201.63,2.03,5.77,0.43,4.72,37.92,2024-12-26 10:15:00,0.84,0.25,1.44,0.42
82.36,190.32,4.93,14.0,1.06,11.46,46.44,2024-12-26 10:30:00,1.4,0.42,2.41,0.69
74.68,169.32,7.64,21.67,1.55,17.73,52.68,2024-12-26 10:45:00,2.17,0.66,3.75,1.08
74.68,169.32,5.25,14.89,0.94,12.18,47.22,2024-12-26 11:00:00,,,,
74.68,169.32,4.84,13.72,1.02,11.23,65.43,2024-12-26 11:15:00,1.49,0.45,2.56,0.74
69.57,158.06,6.1,17.32,1.24,14.17,70.31,2024-12-26 11:30:00,1.8,0.54,3.1,0.89
62.37,137.77,6.09,17.29,1.25,14.15,70.79,2024-12-26 11:45:00,1.81,0.55,3.12,0.9
62.37,137.77,6.23,17.67,1.27,14.46,74.61,2024-12-26 12:00:00,1.83,0.55,3.15,0.91
62.37,137.77,6.28,17.83,1.28,14.59,69.15,2024-12-26 12:15:00,1.84,0.56,3.18,0.92
57.86,125.33,5.75,16.32,1.17,13.35,72.1,2024-12-26 12:30:00,1.71,0.52,2.95,0.85
50.24,106.66,5.38,15.28,1.13,12.5,71.29,2024-12-26 12:45:00,1.65,0.5,2.84,0.82
50.24,106.66,5.82,16.52,1.22,13.51,70.2,2024-12-26 13:00:00,1.77,0.53,3.05,0.88
50.24,106.66,5.98,16.96,1.23,13.88,70.27,2024-12-26 13:15:00,1.8,0.54,3.1,0.89
46.45,96.14,5.98,16.96,1.21,13.87,75.27,2024-12-26 13:30:00,1.79,0.54,3.09,0.89
41.39,83.98,5.17,14.66,1.01,11.99,76.34,2024-12-26 13:45:00,1.66,0.5,2.85,0.82
41.39,83.98,3.68,10.45,0.75,8.55,63.36,2024-12-26 14:00:00,1.23,0.37,2.12,0.61
41.39,83.98,3.29,9.35,0.64,7.65,64.66,2024-12-26 14:15:00,1.11,0.33,1.91,0.55
40.57,82.07,3.42,9.71,0.72,7.94,64.59,2024-12-26 14:30:00,1.16,0.35,2.0,0.58
39.47,79.04,4.2,11.93,0.82,9.76,65.99,2024-12-26 14:45:00,1.4,0.42,2.41,0.7
39.47,79.04,4.03,11.43,0.65,9.35,60.84,2024-12-26 15:00:00,1.29,0.39,2.22,0.64
39.47,79.04,3.26,9.25,0.57,7.56,68.65,2024-12-26 15:15:00,1.12,0.33,1.92,0.55
39.87,80.15,1.14,3.23,0.25,2.64,73.18,2024-12-26 15:30:00,0.65,0.19,1.12,0.32
40.63,82.03,0.15,0.42,0.05,0.34,68.01,2024-12-26 15:45:00,0.4,0.12,0.69,0.2
40.63,82.03,0.11,0.33,0.01,0.27,63.26,2024-12-26 16:00:00,0.38,0.11,0.65,0.19
40.63,82.03,,,0.0,0.0,70.69,2024-12-26 16:15:00,0.34,0.1,0.58,0.17
38.97,78.17,,,0.0,0.0,65.69,2024-12-26 16:30:00,0.34,0.1,0.58,0.17
36.42,71.24,0.59,1.68,0.1,1.37,67.33,2024-12-26 16:45:00,0.47,0.14,0.8,0.23
36.42,71.24,0.9,2.57,0.16,2.1,70.1,2024-12-26 17:00:00,0.56,0.17,0.96,0.28
36.19,71.24,0.58,1.64,0.11,1.34,63.78,2024-12-26 17:15:00,0.49,0.15,0.84,0.25
40.03,73.47,0.02,0.06,0.61,0.05,64.35,2024-12-26 17:30:00,1.31,0.39,2.25,0.65
58.25,76.89,8.81,25.01,1.81,20.46,68.33,2024-12-26 17:45:00,2.45,0.74,4.23,1.22
58.25,76.89,8.7,24.7,1.79,20.21,64.74,2024-12-26 18:00:00,2.44,0.74,4.2,1.21
58.25,76.89,8.72,24.74,1.8,20.24,56.6,2024-12-26 18:15:00,2.45,0.74,4.23,1.22
51.54,84.07,9.13,25.9,1.78,21.19,51.98,2024-12-26 18:30:00,2.45,0.74,4.22,1.22
44.21,95.91,9.94,28.21,2.03,23.08,39.04,2024-12-26 18:45:00,2.74,0.83,4.73,1.36
44.21,95.91,12.01,34.08,2.32,27.88,35.85,2024-12-26 19:00:00,3.25,0.98,5.6,1.61
44.21,95.91,11.99,34.01,2.43,27.82,33.77,2024-12-26 19:15:00,3.21,0.97,5.54,1.6
50.93,105.2,12.2,34.63,2.51,28.33,31.25,2024-12-26 19:30:00,3.31,1.0,5.71,1.65
58.27,120.49,12.59,35.72,2.59,29.23,30.85,2024-12-26 19:45:00,3.36,1.02,5.79,1.67
58.27,120.49,13.08,37.13,2.73,30.38,23.55,2024-12-26 20:00:00,3.52,1.06,6.06,1.75
58.27,120.49,12.87,36.51,2.67,29.87,17.88,2024-12-26 20:15:00,3.5,1.06,6.03,1.74
67.71,122.6,13.47,38.22,2.74,31.27,16.83,2024-12-26 20:30:00,3.55,1.07,6.12,1.76
78.03,126.08,14.88,42.24,3.11,34.55,8.71,2024-12-26 20:45:00,4.04,1.22,6.97,2.01
78.03,126.08,22.41,63.58,4.51,52.02,2.33,2024-12-26 21:00:00,5.67,1.72,9.78,2.81
78.03,126.08,23.94,67.94,4.68,55.58,0.77,2024-12-26 21:15:00,6.1,1.85,10.52,3.03
82.14,138.25,23.26,66.0,4.79,53.99,,2024-12-26 21:30:00,5.98,1.81,10.31,2.97
86.64,158.28,22.13,62.79,4.55,51.37,5.58,2024-12-26 21:45:00,5.69,1.72,9.81,2.82
86.64,158.28,19.62,55.68,4.14,45.55,36.29,2024-12-26 22:00:00,5.18,1.57,8.94,2.57
86.64,158.28,19.09,54.17,3.88,44.32,55.44,2024-12-26 22:15:00,5.0,1.51,8.62,2.48
96.82,166.76,17.59,49.9,3.71,40.82,51.25,2024-12-26 22:30:00,4.67,1.42,8.06,2.32
107.94,180.71,18.21,51.67,3.71,42.27,34.44,2024-12-26 22:45:00,4.75,1.44,8.18,2.36
107.94,180.71,12.65,35.91,2.38,29.38,22.56,2024-12-26 23:00:00,3.29,0.99,5.67,1.63
107.94,180.71,11.52,32.69,2.46,26.75,25.5,2024-12-26 23:15:00,3.14,0.95,5.41,1.56
107.07,184.16,10.89,30.9,2.19,25.28,37.6,2024-12-26 23:30:00,2.94,0.89,5.06,1.46
106.11,189.84,14.2,40.28,2.65,32.96,43.04,2024-12-27 00:00:00,3.43,1.04,5.92,1.7
106.11,189.84,10.13,28.75,2.11,23.52,39.0,2024-12-27 00:15:00,2.78,0.84,4.79,1.38
106.88,192.42,,,2.73,,34.43,2024-12-27 00:30:00,3.5,1.06,6.04,1.74
107.72,196.66,15.01,42.61,3.09,34.86,36.09,2024-12-27 00:45:00,4.0,1.21,6.91,1.99
107.72,196.66,15.29,43.37,3.08,35.48,34.09,2024-12-27 01:00:00,4.02,1.22,6.93,2.0
107.72,196.66,16.66,47.29,3.4,38.69,29.39,2024-12-27 01:15:00,4.35,1.32,7.5,2.16
107.85,200.15,16.01,45.43,3.28,37.17,31.72,2024-12-27 01:30:00,4.22,1.28,7.27,2.09
108.0,205.89,,,3.31,,30.62,2024-12-27 01:45:00,4.26,1.29,7.35,2.11
108.0,205.89,15.45,43.86,3.16,35.88,27.79,2024-12-27 02:00:00,3.97,1.2,6.84,1.97
108.0,205.89,14.51,41.17,3.02,33.68,25.69,2024-12-27 02:15:00,3.84,1.16,6.63,1.91
110.76,203.98,15.06,42.72,3.12,34.95,25.4,2024-12-27 02:30:00,4.02,1.22,6.93,1.99
113.79,200.83,15.24,43.24,3.08,35.38,24.94,2024-12-27 02:45:00,3.96,1.2,6.83,1.97
113.79,200.83,9.5,26.97,1.98,22.06,14.51,2024-12-27 03:00:00,2.69,0.81,4.64,1.34
113.79,200.83,10.14,28.77,2.05,23.54,20.12,2024-12-27 03:15:00,2.76,0.83,4.76,1.37
115.26,198.36,10.01,28.4,2.07,23.24,18.36,2024-12-27 03:30:00,2.78,0.84,4.8,1.38
116.88,194.28,10.14,28.76,2.08,23.53,17.51,2024-12-27 03:45:00,2.79,0.84,4.81,1.39
116.88,194.28,,,2.2,,14.9,2024-12-27 04:00:00,2.91,0.88,5.02,1.44
116.88,194.28,11.3,32.07,2.31,26.24,12.37,2024-12-27 04:15:00,3.05,0.92,5.26,1.52
115.28,199.05,11.52,32.7,2.4,26.75,3.0,2024-12-27 04:30:00,3.12,0.94,5.38,1.55
113.53,206.9,11.78,33.42,2.38,27.34,3.57,2024-12-27 04:45:00,3.15,0.95,5.43,1.57
113.53,206.9,11.49,32.61,2.33,26.68,1.63,2024-12-27 05:00:00,3.1,0.94,5.34,1.54
113.53,206.9,10.86,30.83,2.21,25.22,0.91,2024-12-27 05:15:00,2.97,0.9,5.12,1.47
121.25,204.68,10.97,31.14,2.21,25.47,0.17,2024-12-27 05:30:00,2.96,0.9,5.1,1.47
129.69,201.03,11.23,31.87,2.29,26.07,,2024-12-27 05:45:00,2.97,0.9,5.13,1.48
129.69,201.03,12.47,35.4,2.55,28.96,,2024-12-27 06:00:00,3.38,1.02,5.83,1.68
129.69,201.03,13.03,36.98,2.62,30.25,,2024-12-27 06:15:00,3.56,1.08,6.13,1.77
127.99,207.16,13.03,36.98,2.66,30.26,,2024-12-27 06:30:00,3.48,1.05,6.01,1.73
126.12,217.26,13.44,38.13,2.76,31.19,,2024-12-27 06:45:00,3.62,1.09,6.24,1.8
126.12,217.26,14.27,40.48,2.9,33.12,,2024-12-27 07:00:00,3.03,0.91,5.22,1.5
126.12,217.26,14.24,40.42,2.88,33.07,,2024-12-27 07:15:00,3.73,1.13,6.42,1.85
129.59,228.9,13.03,36.96,2.69,30.24,,2024-12-27 07:30:00,3.54,1.07,6.11,1.76
133.38,248.08,13.4,38.03,2.71,31.11,,2024-12-27 07:45:00,3.54,1.07,6.1,1.76
133.38,248.08,13.33,37.81,2.74,30.93,,2024-12-27 08:00:00,3.58,1.08,6.17,1.78
133.38,248.08,13.77,39.06,2.83,31.96,0.89,2024-12-27 08:15:00,3.61,1.09,6.22,1.79
140.18,253.83,14.53,41.24,2.87,33.74,4.06,2024-12-27 08:30:00,3.75,1.14,6.47,1.86
147.61,263.31,13.07,37.1,2.7,30.35,15.2,2024-12-27 08:45:00,3.51,1.06,6.05,1.74
147.61,263.31,12.19,34.6,2.52,28.3,27.95,2024-12-27 09:00:00,3.25,0.98,5.61,1.61
147.61,263.31,11.99,34.04,2.36,27.85,34.59,2024-12-27 09:15:00,3.13,0.95,5.39,1.55
136.34,252.4,10.89,30.91,2.21,25.29,38.85,2024-12-27 09:30:00,2.98,0.9,5.15,1.48
123.46,234.42,10.29,29.19,2.1,23.88,38.82,2024-12-27 09:45:00,2.84,0.86,4.9,1.41
123.46,234.42,10.71,30.39,2.17,24.86,38.99,2024-12-27 10:00:00,2.92,0.88,5.03,1.45
123.46,234.42,9.75,27.66,2.05,22.63,44.52,2024-12-27 10:15:00,2.79,0.84,4.81,1.39
118.92,219.86,9.56,27.13,1.98,22.19,45.24,2024-12-27 10:30:00,2.67,0.81,4.6,1.32
113.73,195.88,8.41,23.85,1.68,19.51,48.17,2024-12-27 10:45:00,2.4,0.73,4.14,1.19
113.73,195.88,8.51,24.16,1.52,19.76,46.13,2024-12-27 11:00:00,2.34,0.71,4.04,1.16
113.73,195.88,7.98,22.63,1.62,18.52,53.92,2024-12-27 11:15:00,2.28,0.69,3.93,1.13
96.61,174.13,8.13,23.07,1.6,18.87,58.07,2024-12-27 11:30:00,2.25,0.68,3.88,1.12
77.06,138.31,8.73,24.77,1.75,20.27,64.95,2024-12-27 11:45:00,2.42,0.73,4.17,1.2
77.06,138.31,9.54,27.08,1.94,22.15,70.85,2024-12-27 12:00:00,2.62,0.79,4.52,1.3
77.06,138.31,9.03,25.62,1.82,20.96,70.31,2024-12-27 12:15:00,2.48,0.75,4.28,1.23
61.67,123.8,8.41,23.87,1.73,19.53,63.7,2024-12-27 12:30:00,2.38,0.72,4.1,1.18
44.07,99.9,8.83,25.06,1.79,20.51,62.5,2024-12-27 12:45:00,2.49,0.75,4.3,1.24
44.07,99.9,9.28,26.33,1.9,21.54,55.44,2024-12-27 13:00:00,2.55,0.77,4.4,1.27
44.07,99.9,9.72,27.57,1.98,22.56,53.76,2024-12-27 13:15:00,2.65,0.8,4.56,1.31
35.98,89.12,10.13,28.74,2.07,23.51,53.87,2024-12-27 13:30:00,2.77,0.84,4.77,1.37
26.73,71.35,10.79,30.61,2.19,25.05,55.95,2024-12-27 13:45:00,2.95,0.89,5.09,1.47
26.73,71.35,11.0,31.2,2.27,25.53,59.77,2024-12-27 14:00:00,3.0,0.91,5.18,1.49
26.73,71.35,11.4,32.34,2.32,26.45,61.32,2024-12-27 14:15:00,3.08,0.93,5.3,1.53
29.41,65.59,11.49,32.62,2.35,26.69,61.49,2024-12-27 14:30:00,3.13,0.95,5.4,1.56
32.46,56.11,11.19,31.76,2.21,25.99,60.35,2024-12-27 14:45:00,2.95,0.89,5.09,1.46
32.46,56.11,6.34,17.99,1.23,14.72,58.16,2024-12-27 15:00:00,1.85,0.56,3.19,0.92
