pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
27.58,41.48,7.3,8.15,7.53,0.28,13.44,22.45,32.35,74.03,0.71,-0.46,156.25,713.12,2024-08-20 18:45:00,6.4,0.39,0.49,0.43,
27.58,41.48,7.11,7.83,7.53,0.28,14.54,22.59,32.16,75.84,0.72,-0.46,152.99,714.19,2024-08-20 19:00:00,8.45,0.39,0.49,0.43,
27.58,41.48,7.37,8.27,7.53,0.28,13.53,22.75,32.07,76.86,0.67,-0.46,150.09,714.91,2024-08-20 19:15:00,7.39,0.39,0.49,0.43,
27.79,41.9,6.29,8.2,7.53,0.28,13.78,22.7,31.92,79.07,0.74,-0.46,167.28,715.32,2024-08-20 19:30:00,6.06,0.39,0.49,0.43,
27.86,42.06,7.2,7.87,7.53,0.28,12.42,22.77,31.82,80.0,0.71,-0.46,161.17,716.11,2024-08-20 19:45:00,6.51,0.39,0.49,0.43,
27.86,42.06,6.72,8.34,7.53,0.28,12.24,23.87,31.67,81.62,0.68,-0.46,150.32,716.93,2024-08-20 20:00:00,6.15,0.39,0.49,0.43,
27.86,42.06,6.89,7.75,7.53,0.28,13.21,18.66,31.63,81.35,0.73,-0.46,157.93,717.89,2024-08-20 20:15:00,6.51,0.39,0.49,0.43,
28.16,42.65,6.67,8.22,7.53,0.28,13.28,20.92,31.48,83.13,0.74,-0.46,157.26,718.98,2024-08-20 20:30:00,6.18,0.39,0.49,0.43,
28.27,42.87,6.95,8.27,7.53,0.28,12.47,21.36,31.45,81.2,0.64,-0.46,150.86,719.64,2024-08-20 20:45:00,6.13,0.39,0.49,0.43,
28.27,42.87,7.53,7.92,7.53,0.28,14.15,24.17,31.36,82.68,0.65,-0.46,142.75,720.88,2024-08-20 21:00:00,7.4,0.39,0.49,0.43,
28.27,42.87,6.44,7.97,7.53,0.28,13.45,24.95,31.22,83.29,0.69,-0.46,151.24,721.64,2024-08-20 21:15:00,6.34,0.39,0.49,0.43,
28.23,42.8,6.97,8.01,7.53,0.28,14.28,25.3,31.26,82.6,0.75,-0.46,155.62,722.0,2024-08-20 21:30:00,6.34,0.39,0.49,0.43,
28.22,42.77,6.58,7.92,7.53,0.28,12.87,25.44,31.22,82.97,0.69,-0.46,157.24,722.01,2024-08-20 21:45:00,6.19,0.39,0.49,0.43,
28.22,42.77,7.51,8.38,7.53,0.28,13.59,23.87,31.16,83.57,0.68,-0.46,165.86,722.89,2024-08-20 22:00:00,6.36,0.39,0.49,0.43,
28.22,42.77,6.52,7.86,7.53,0.28,13.18,25.33,31.11,83.71,0.7,-0.46,162.25,723.26,2024-08-20 22:15:00,7.43,0.39,0.49,0.43,
29.74,45.81,6.97,8.1,7.53,0.28,14.51,17.13,31.06,83.83,0.69,-0.46,159.26,724.04,2024-08-20 22:30:00,6.77,0.39,0.49,0.43,
30.29,46.91,7.75,8.19,7.53,0.28,12.43,20.61,31.05,83.78,0.61,-0.46,154.39,724.4,2024-08-20 22:45:00,6.48,0.39,0.49,0.43,
30.29,46.91,6.86,7.87,7.53,0.28,12.47,22.18,31.09,83.65,0.67,-0.46,155.58,725.41,2024-08-20 23:00:00,6.18,0.39,0.49,0.43,
30.29,46.91,6.42,7.74,7.53,0.28,13.84,28.37,31.06,83.99,0.64,-0.46,165.31,725.26,2024-08-20 23:15:00,6.5,0.39,0.49,0.43,
30.12,46.57,7.01,8.29,7.53,0.28,12.85,36.85,31.03,84.0,0.67,-0.46,163.97,725.0,2024-08-20 23:30:00,5.79,0.39,0.49,0.43,
30.06,46.44,7.33,8.02,7.53,0.28,13.99,14.27,30.97,84.55,0.66,-0.46,149.23,725.28,2024-08-20 23:45:00,6.65,0.39,0.49,0.43,
30.06,46.44,6.81,8.22,7.53,0.28,13.55,19.02,30.96,84.81,0.62,-0.46,155.46,724.72,2024-08-21 00:00:00,7.14,0.39,0.49,0.43,
30.06,46.44,6.73,7.95,7.53,0.28,12.89,20.15,30.89,85.38,0.72,-0.46,154.64,724.0,2024-08-21 00:15:00,6.25,0.39,0.49,0.43,
29.09,44.51,6.73,7.81,7.53,0.28,13.38,20.04,30.85,85.95,0.74,-0.46,158.46,724.0,2024-08-21 00:30:00,7.0,0.39,0.49,0.43,
28.74,43.81,7.18,7.85,7.53,0.28,12.99,19.95,30.82,86.35,0.74,-0.46,158.4,723.49,2024-08-21 00:45:00,6.33,0.39,0.49,0.43,
28.74,43.81,7.6,8.27,7.53,0.28,13.37,19.99,30.72,87.14,0.64,-0.46,159.2,723.0,2024-08-21 01:00:00,6.29,0.39,0.49,0.43,
28.74,43.81,7.28,7.86,7.53,0.28,13.51,18.34,30.69,87.24,0.48,-0.46,157.56,722.14,2024-08-21 01:15:00,6.0,0.39,0.49,0.43,
28.15,42.62,7.27,8.15,7.53,0.28,13.22,17.86,30.71,87.05,0.36,-0.46,150.87,722.02,2024-08-21 01:30:00,6.37,0.39,0.49,0.43,
27.93,42.19,7.3,8.27,7.53,0.28,13.57,19.6,30.68,86.82,0.67,-0.46,154.17,722.37,2024-08-21 01:45:00,6.16,0.39,0.49,0.43,
27.93,42.19,6.19,8.18,7.53,0.28,13.57,17.72,30.67,86.69,0.59,-0.46,147.05,722.26,2024-08-21 02:00:00,5.23,0.39,0.49,0.43,
27.93,42.19,7.01,8.04,7.53,0.28,13.98,18.29,30.72,85.58,0.58,-0.46,163.01,722.01,2024-08-21 02:15:00,4.81,0.39,0.49,0.43,
27.56,41.44,6.97,8.12,7.53,0.28,13.61,20.63,30.71,85.68,0.59,-0.46,157.61,722.0,2024-08-21 02:30:00,6.01,0.39,0.49,0.43,
27.42,41.17,6.89,7.94,7.53,0.28,13.59,15.64,30.65,86.21,0.63,-0.46,159.82,722.0,2024-08-21 02:45:00,5.88,0.39,0.49,0.43,
27.42,41.17,6.71,7.61,7.53,0.28,13.4,18.14,30.66,86.18,0.63,-0.46,146.01,722.0,2024-08-21 03:00:00,6.0,0.39,0.49,0.43,
27.42,41.17,6.87,7.63,7.53,0.28,13.45,19.05,30.6,85.32,0.53,-0.46,205.4,722.0,2024-08-21 03:15:00,6.06,0.39,0.49,0.43,
27.17,40.68,5.62,8.24,7.53,0.28,13.28,16.85,30.6,85.02,0.28,-0.46,226.31,722.0,2024-08-21 03:30:00,7.8,0.39,0.49,0.43,
27.08,40.49,6.62,7.35,7.53,0.28,13.91,18.57,30.53,85.24,0.51,-0.46,239.76,722.0,2024-08-21 03:45:00,7.34,0.39,0.49,0.43,
27.08,40.49,7.02,8.07,7.53,0.28,13.79,18.66,30.46,85.78,0.34,-0.46,227.61,721.99,2024-08-21 04:00:00,6.98,0.39,0.49,0.43,
27.08,40.49,7.1,7.83,7.53,0.28,12.67,16.95,30.44,85.87,0.32,-0.46,209.04,721.17,2024-08-21 04:15:00,6.47,0.39,0.49,0.43,
26.91,40.15,7.52,7.61,7.53,0.28,12.72,18.51,30.46,85.78,0.36,-0.46,155.66,721.37,2024-08-21 04:30:00,7.83,0.39,0.49,0.43,
26.84,40.02,7.38,7.89,7.53,0.28,14.0,17.72,30.47,85.77,0.65,-0.46,135.59,721.0,2024-08-21 04:45:00,6.87,0.39,0.49,0.43,
26.84,40.02,5.98,8.16,7.53,0.28,13.18,16.71,30.4,86.75,0.45,-0.46,143.92,721.0,2024-08-21 05:00:00,6.38,0.39,0.49,0.43,
26.84,40.02,6.91,8.23,7.53,0.28,13.78,17.7,30.29,88.3,0.44,-0.46,58.46,721.0,2024-08-21 05:15:00,6.43,0.39,0.49,0.43,
26.72,39.78,6.86,8.07,7.53,0.28,13.32,23.78,30.14,89.76,0.32,-0.46,19.72,720.91,2024-08-21 05:30:00,6.83,0.39,0.49,0.43,
26.68,39.69,6.82,7.82,7.53,0.28,13.92,18.64,30.19,88.44,0.48,-0.46,75.68,720.6,2024-08-21 05:45:00,6.29,0.39,0.49,0.43,
26.68,39.69,7.16,7.65,7.53,0.28,13.67,14.76,30.26,87.98,0.4,-0.46,99.13,720.57,2024-08-21 06:00:00,5.67,0.39,0.49,0.43,
26.68,39.69,7.05,7.94,7.53,0.28,12.98,16.54,30.23,89.93,0.66,-0.46,52.79,721.02,2024-08-21 06:15:00,6.1,0.39,0.49,0.43,
26.59,39.52,6.78,8.07,7.53,0.28,13.16,16.73,30.26,90.36,0.54,-0.46,69.0,722.03,2024-08-21 06:30:00,5.44,0.39,0.49,0.43,
26.56,39.45,7.13,8.18,7.53,0.28,12.67,15.25,30.31,90.62,0.53,-0.46,54.66,722.6,2024-08-21 06:45:00,7.08,0.39,0.49,0.43,
26.56,39.45,6.72,7.99,7.53,0.28,13.29,15.14,30.4,90.08,0.28,-0.46,86.21,723.07,2024-08-21 07:00:00,5.54,0.39,0.49,0.43,
26.56,39.45,7.56,7.81,7.53,0.28,14.15,17.28,30.66,88.33,0.4,-0.46,90.87,723.86,2024-08-21 07:15:00,7.16,0.39,0.49,0.43,
26.76,39.85,7.03,7.38,7.53,0.28,13.84,14.6,31.14,85.47,0.58,-0.46,34.5,724.65,2024-08-21 07:30:00,6.24,0.39,0.49,0.43,
26.83,39.99,7.11,8.25,7.53,0.28,13.92,17.53,31.31,84.64,0.47,-0.46,56.98,725.92,2024-08-21 07:45:00,5.59,0.39,0.49,0.43,
26.83,39.99,7.18,7.96,7.53,0.28,13.48,16.77,31.71,81.66,0.44,-0.46,129.97,726.06,2024-08-21 08:00:00,6.26,0.39,0.49,0.43,
26.83,39.99,6.52,8.41,7.53,0.28,13.17,19.12,31.8,80.92,0.63,-0.46,164.6,726.02,2024-08-21 08:15:00,6.44,0.39,0.49,0.43,
26.71,39.76,6.97,8.14,7.53,0.28,13.56,19.88,31.9,80.04,0.33,-0.46,146.42,725.39,2024-08-21 08:30:00,6.45,0.39,0.49,0.43,
26.67,39.67,7.3,7.87,7.53,0.28,12.57,19.12,32.77,72.39,0.54,-0.46,154.65,725.68,2024-08-21 08:45:00,5.63,0.39,0.49,0.43,
26.67,39.67,7.19,7.91,7.53,0.28,12.96,18.32,33.19,69.26,0.5,-0.47,201.8,725.91,2024-08-21 09:00:00,6.1,0.39,0.49,0.43,
26.67,39.67,6.97,7.65,7.53,0.28,12.58,18.88,33.15,67.95,0.72,-0.46,152.02,726.49,2024-08-21 09:15:00,7.91,0.39,0.49,0.43,
26.59,39.5,7.01,7.97,7.53,0.28,14.21,20.96,33.63,66.32,0.67,-0.46,153.78,726.49,2024-08-21 09:30:00,6.36,0.39,0.49,0.43,
26.56,39.44,7.78,7.96,7.53,0.28,14.2,22.05,33.57,66.07,0.57,-0.46,168.37,727.02,2024-08-21 09:45:00,6.5,0.39,0.49,0.43,
26.56,39.44,6.51,7.57,7.53,0.28,13.22,22.5,33.23,67.51,0.56,-0.46,145.32,726.51,2024-08-21 10:00:00,6.87,0.39,0.49,0.43,
26.56,39.44,6.45,7.99,7.53,0.28,13.6,22.21,33.7,65.1,0.69,-0.46,145.74,725.51,2024-08-21 10:15:00,6.56,0.39,0.49,0.43,
26.5,39.32,7.62,8.09,7.53,0.28,13.32,20.53,33.84,65.15,0.45,-0.46,205.79,725.03,2024-08-21 10:30:00,4.84,0.39,0.49,0.43,
26.48,39.28,6.61,8.13,7.53,0.28,13.61,19.85,33.29,67.01,0.45,-0.46,199.3,724.5,2024-08-21 10:45:00,7.27,0.39,0.49,0.43,
26.48,39.28,6.86,7.81,7.53,0.28,12.56,19.44,34.12,63.3,0.58,-0.46,158.62,723.56,2024-08-21 11:00:00,4.78,0.39,0.49,0.43,
26.48,39.28,6.6,7.91,7.53,0.28,14.38,19.83,34.46,61.51,0.53,-0.46,176.47,722.56,2024-08-21 11:15:00,8.56,0.39,0.49,0.43,
26.44,39.21,7.58,8.03,7.53,0.28,13.71,21.22,34.3,61.44,0.59,-0.46,174.67,722.08,2024-08-21 11:30:00,6.31,0.39,0.49,0.43,
26.42,39.18,7.17,8.3,7.53,0.28,13.54,31.84,34.3,61.42,0.55,-0.46,166.12,721.57,2024-08-21 11:45:00,7.14,0.39,0.49,0.43,
26.42,39.18,7.32,8.11,7.53,0.28,13.12,15.06,33.84,62.89,0.66,-0.46,164.57,721.02,2024-08-21 12:00:00,5.93,0.39,0.49,0.43,
26.42,39.18,7.54,8.09,7.53,0.28,14.11,19.41,34.32,60.66,0.67,-0.46,163.49,720.69,2024-08-21 12:15:00,6.41,0.39,0.49,0.43,
26.43,39.19,7.31,7.91,7.53,0.28,13.67,20.14,34.14,60.32,0.54,-0.46,165.06,720.06,2024-08-21 12:30:00,6.71,0.39,0.49,0.43,
26.43,39.19,7.18,7.74,7.53,0.28,13.85,20.35,34.06,60.51,0.62,-0.46,175.33,719.44,2024-08-21 12:45:00,6.6,0.39,0.49,0.43,
26.43,39.19,6.65,8.37,7.53,0.28,13.8,20.23,34.27,59.31,0.67,-0.46,167.22,718.53,2024-08-21 13:00:00,6.8,0.39,0.49,0.43,
26.43,39.19,6.99,8.15,7.53,0.28,13.27,20.33,34.45,58.76,0.57,-0.46,198.82,717.54,2024-08-21 13:15:00,5.66,0.39,0.49,0.43,
26.56,39.44,6.99,8.27,7.53,0.28,13.9,20.24,34.28,59.94,0.65,-0.46,166.63,716.6,2024-08-21 13:30:00,5.14,0.39,0.49,0.43,
26.6,39.53,6.89,7.58,7.53,0.28,12.72,20.32,34.15,60.56,0.66,-0.46,156.96,715.67,2024-08-21 13:45:00,6.93,0.39,0.49,0.43,
26.6,39.53,6.71,7.76,7.53,0.28,13.5,20.35,34.12,58.73,0.66,-0.46,168.81,715.0,2024-08-21 14:00:00,6.99,0.39,0.49,0.43,
26.6,39.53,6.95,8.32,7.53,0.28,13.27,20.41,34.12,59.16,0.69,-0.46,157.82,714.72,2024-08-21 14:15:00,5.35,0.39,0.49,0.43,
26.6,39.53,6.96,7.98,7.53,0.28,13.95,20.39,34.14,58.78,0.54,-0.46,174.29,714.12,2024-08-21 14:30:00,6.97,0.39,0.49,0.43,
26.6,39.53,6.55,8.03,7.53,0.28,13.86,20.34,34.1,58.72,0.66,-0.46,175.76,713.93,2024-08-21 14:45:00,6.04,0.39,0.49,0.43,
26.6,39.53,7.28,8.15,7.53,0.28,13.64,20.14,34.03,57.72,0.73,-0.46,156.36,713.47,2024-08-21 15:00:00,6.79,0.39,0.49,0.43,
26.6,39.53,6.81,8.29,7.53,0.28,12.17,20.4,34.05,58.37,0.64,-0.46,162.55,712.86,2024-08-21 15:15:00,6.34,0.39,0.49,0.43,
26.8,39.94,7.29,7.94,7.53,0.28,12.79,20.3,33.93,60.06,0.66,-0.46,170.1,712.47,2024-08-21 15:30:00,7.19,0.39,0.49,0.43,
26.88,40.09,7.22,8.17,7.53,0.28,13.6,20.39,33.74,60.5,0.64,-0.46,164.38,712.07,2024-08-21 15:45:00,7.0,0.39,0.49,0.43,
26.88,40.09,6.98,8.18,7.53,0.28,12.54,21.3,33.61,62.62,0.69,-0.46,159.85,711.92,2024-08-21 16:00:00,6.78,0.39,0.49,0.43,
26.88,40.09,6.89,8.09,7.53,0.28,13.19,23.26,33.38,62.8,0.64,-0.46,168.34,712.02,2024-08-21 16:15:00,6.16,0.39,0.49,0.43,
26.81,39.96,7.31,8.13,7.53,0.28,12.89,23.9,33.35,61.96,0.68,-0.46,167.58,711.96,2024-08-21 16:30:00,7.5,0.39,0.49,0.43,
26.79,39.91,7.02,7.98,7.53,0.28,14.7,21.57,33.31,61.81,0.55,-0.46,189.81,711.98,2024-08-21 16:45:00,5.64,0.39,0.49,0.43,
26.79,39.91,6.83,8.08,7.53,0.28,13.22,20.72,33.19,63.0,0.61,-0.46,175.35,711.94,2024-08-21 17:00:00,6.36,0.39,0.49,0.43,
26.79,39.91,6.74,8.1,7.53,0.28,12.81,20.51,33.0,61.73,0.7,-0.46,165.14,712.14,2024-08-21 17:15:00,7.29,0.39,0.49,0.43,
26.89,40.11,6.43,7.82,7.53,0.28,13.99,21.11,32.81,63.11,0.63,-0.46,174.49,712.99,2024-08-21 17:30:00,6.36,0.39,0.49,0.43,
24.64,37.66,7.18,7.81,7.0,0.28,14.19,25.28,32.64,65.58,0.65,-0.37,165.93,713.69,2024-08-21 17:45:00,5.29,0.44,0.5,0.47,
21.95,34.69,7.06,8.08,6.37,0.28,14.16,23.3,32.52,67.62,0.71,-0.26,161.22,713.93,2024-08-21 18:00:00,6.45,0.49,0.51,0.51,
21.95,34.69,6.26,7.97,6.37,0.28,13.27,24.2,32.35,68.45,0.73,-0.26,161.13,714.68,2024-08-21 18:15:00,7.46,0.49,0.51,0.51,
21.98,34.75,7.0,8.26,6.37,0.28,13.33,25.66,32.24,69.05,0.74,-0.26,159.86,715.27,2024-08-21 18:30:00,6.33,0.49,0.51,0.51,
21.99,34.78,7.44,7.94,6.37,0.28,12.91,24.67,32.07,70.84,0.72,-0.26,159.43,716.58,2024-08-21 18:45:00,8.74,0.49,0.51,0.51,
21.99,34.78,6.88,7.92,6.37,0.28,13.15,23.18,31.9,73.63,0.63,-0.26,143.76,717.92,2024-08-21 19:00:00,6.75,0.49,0.51,0.51,
21.99,34.78,7.39,7.83,6.37,0.28,13.77,22.7,31.75,74.91,0.75,-0.26,156.97,718.97,2024-08-21 19:15:00,4.73,0.49,0.51,0.51,
22.13,35.05,7.72,7.96,6.37,0.28,13.44,22.87,31.55,77.05,0.75,-0.26,161.98,719.01,2024-08-21 19:30:00,6.89,0.49,0.51,0.51,
22.18,35.15,7.02,7.88,6.37,0.28,13.4,21.2,31.42,78.25,0.75,-0.26,159.57,719.47,2024-08-21 19:45:00,6.28,0.49,0.51,0.51,
22.18,35.15,6.6,7.85,6.37,0.28,13.32,19.9,31.34,78.71,0.7,-0.26,156.08,719.9,2024-08-21 20:00:00,6.34,0.49,0.51,0.51,
22.18,35.15,7.07,7.84,6.37,0.28,12.37,16.19,31.2,80.19,0.7,-0.26,153.86,720.5,2024-08-21 20:15:00,6.95,0.49,0.51,0.51,
22.38,35.56,7.14,8.04,6.37,0.28,13.16,17.02,31.12,80.91,0.68,-0.26,156.71,721.12,2024-08-21 20:30:00,6.46,0.49,0.51,0.51,
22.46,35.71,6.75,8.16,6.37,0.28,13.09,20.34,31.1,80.7,0.71,-0.26,155.17,721.96,2024-08-21 20:45:00,7.16,0.49,0.51,0.51,
22.46,35.71,6.87,8.36,6.37,0.28,13.67,14.17,31.11,80.4,0.56,-0.26,141.28,722.48,2024-08-21 21:00:00,7.59,0.49,0.51,0.51,
22.46,35.71,7.88,8.01,6.37,0.28,14.54,16.51,31.01,81.46,0.63,-0.26,152.65,723.14,2024-08-21 21:15:00,5.42,0.49,0.51,0.51,
22.44,35.68,7.1,7.89,6.37,0.28,13.18,17.91,30.96,81.9,0.66,-0.26,151.64,723.96,2024-08-21 21:30:00,7.21,0.49,0.51,0.51,
22.44,35.67,6.72,7.97,6.37,0.28,12.57,15.24,30.87,83.98,0.37,-0.26,110.39,724.84,2024-08-21 21:45:00,6.21,0.49,0.51,0.51,
22.44,35.67,6.52,7.77,6.37,0.28,12.81,16.22,30.72,85.34,0.55,-0.26,115.74,725.0,2024-08-21 22:00:00,5.68,0.49,0.51,0.51,
22.44,35.67,6.91,7.99,6.37,0.28,13.19,16.61,30.64,85.55,0.33,-0.26,120.65,725.0,2024-08-21 22:15:00,6.6,0.49,0.51,0.51,
22.49,35.79,6.76,7.91,6.37,0.28,13.05,15.02,30.59,85.79,0.48,-0.26,122.88,724.97,2024-08-21 22:30:00,7.24,0.49,0.51,0.51,
22.51,35.83,7.05,7.87,6.37,0.28,13.11,16.25,30.53,86.64,0.53,-0.26,81.37,725.0,2024-08-21 22:45:00,5.98,0.49,0.51,0.51,
22.51,35.83,6.47,8.37,6.37,0.28,14.45,16.12,30.54,86.56,0.41,-0.26,103.84,724.94,2024-08-21 23:00:00,6.48,0.49,0.51,0.51,
22.51,35.83,6.19,8.19,6.37,0.28,12.96,14.94,30.64,85.95,0.32,-0.26,116.67,724.22,2024-08-21 23:15:00,7.14,0.49,0.51,0.51,
22.27,35.33,6.42,8.31,6.37,0.28,13.95,16.43,30.59,86.23,0.4,-0.26,130.03,723.8,2024-08-21 23:30:00,6.35,0.49,0.51,0.51,
22.18,35.15,7.26,8.29,6.37,0.28,13.59,21.38,30.53,86.89,0.47,-0.26,123.32,723.6,2024-08-21 23:45:00,7.82,0.49,0.51,0.51,
22.18,35.15,7.7,7.96,6.37,0.28,13.91,19.49,30.52,87.39,0.31,-0.26,65.1,723.47,2024-08-22 00:00:00,6.77,0.49,0.51,0.51,
22.18,35.15,6.56,7.79,6.37,0.28,13.28,14.95,30.61,87.25,0.39,-0.26,69.56,723.09,2024-08-22 00:15:00,8.16,0.49,0.51,0.51,
21.99,34.78,7.35,7.69,6.37,0.28,13.76,16.35,30.67,86.9,0.56,-0.26,111.58,722.13,2024-08-22 00:30:00,5.67,0.49,0.51,0.51,
21.92,34.64,6.97,8.26,6.37,0.28,14.11,16.27,30.66,86.94,0.52,-0.26,125.3,721.94,2024-08-22 00:45:00,7.1,0.49,0.51,0.51,
21.92,34.64,7.46,8.44,6.37,0.28,12.97,16.31,30.65,87.5,0.47,-0.26,118.49,721.04,2024-08-22 01:00:00,7.83,0.49,0.51,0.51,
21.92,34.64,7.2,7.77,6.37,0.28,13.02,16.78,30.62,87.86,0.54,-0.26,128.75,720.99,2024-08-22 01:15:00,6.08,0.49,0.51,0.51,
21.79,34.38,6.97,7.93,6.37,0.28,14.37,16.36,30.49,88.58,0.72,-0.26,154.59,720.6,2024-08-22 01:30:00,6.67,0.49,0.51,0.51,
21.74,34.28,6.6,8.12,6.37,0.28,13.07,15.53,30.51,88.83,0.43,-0.26,128.01,720.46,2024-08-22 01:45:00,6.95,0.49,0.51,0.51,
21.74,34.28,6.93,7.98,6.37,0.28,13.17,16.99,30.52,88.81,0.54,-0.26,130.32,720.0,2024-08-22 02:00:00,6.55,0.49,0.51,0.51,
21.74,34.28,6.95,8.17,6.37,0.28,13.56,15.19,30.55,88.76,0.65,-0.26,146.94,719.89,2024-08-22 02:15:00,6.99,0.49,0.51,0.51,
21.68,34.17,7.13,8.07,6.37,0.28,13.41,15.54,30.56,88.81,0.56,-0.26,149.34,719.11,2024-08-22 02:30:00,6.23,0.49,0.51,0.51,
21.66,34.13,7.32,8.1,6.37,0.28,13.75,18.03,30.49,89.31,0.42,-0.26,116.53,718.96,2024-08-22 02:45:00,5.84,0.49,0.51,0.51,
21.66,34.13,7.34,7.86,6.37,0.28,14.57,13.87,30.46,89.7,0.47,-0.26,106.45,718.23,2024-08-22 03:00:00,7.43,0.49,0.51,0.51,
21.66,34.13,7.04,7.73,6.37,0.28,13.17,15.74,30.47,89.72,0.54,-0.26,113.76,718.89,2024-08-22 03:15:00,6.62,0.49,0.51,0.51,
21.62,34.04,6.33,7.96,6.37,0.28,13.28,17.58,30.46,89.69,0.56,-0.26,164.32,719.0,2024-08-22 03:30:00,6.95,0.49,0.51,0.51,
21.6,34.0,7.33,7.68,6.37,0.28,13.66,14.49,30.48,89.64,0.52,-0.26,146.35,718.3,2024-08-22 03:45:00,6.9,0.49,0.51,0.51,
21.6,34.0,7.24,7.91,6.37,0.28,12.96,16.24,30.49,89.74,0.48,-0.26,151.71,717.99,2024-08-22 04:00:00,6.67,0.49,0.51,0.51,
21.6,34.0,7.07,7.85,6.37,0.28,13.33,16.72,30.49,90.03,0.21,-0.26,118.96,717.71,2024-08-22 04:15:00,7.71,0.49,0.51,0.51,
21.78,34.36,6.75,8.04,6.37,0.28,13.66,14.66,30.5,90.07,0.47,-0.26,135.2,717.96,2024-08-22 04:30:00,6.51,0.49,0.51,0.51,
21.84,34.49,6.17,8.01,6.37,0.28,13.86,16.47,30.63,87.94,0.37,-0.26,204.43,718.03,2024-08-22 04:45:00,7.22,0.49,0.51,0.51,
21.84,34.49,7.06,8.26,6.37,0.28,14.53,16.66,30.7,86.88,0.45,-0.26,189.72,718.08,2024-08-22 05:00:00,6.74,0.49,0.51,0.51,
21.84,34.49,6.88,8.25,6.37,0.28,13.14,16.59,30.66,85.08,0.54,-0.26,186.6,718.5,2024-08-22 05:15:00,6.81,0.49,0.51,0.51,
21.76,34.31,7.28,7.93,6.37,0.28,13.3,17.83,30.63,85.46,0.55,-0.27,201.74,719.04,2024-08-22 05:30:00,6.9,0.49,0.51,0.51,
21.72,34.25,7.36,7.91,6.37,0.28,12.25,19.14,30.57,86.5,0.76,-0.26,257.46,719.18,2024-08-22 05:45:00,5.11,0.49,0.51,0.51,
21.72,34.25,7.73,7.83,6.37,0.28,13.23,28.12,30.57,86.6,0.52,-0.26,232.57,719.84,2024-08-22 06:00:00,7.45,0.49,0.51,0.51,
21.72,34.25,7.26,8.24,6.37,0.28,14.4,10.68,30.65,85.32,0.44,-0.26,222.11,720.01,2024-08-22 06:15:00,5.04,0.49,0.51,0.51,
21.64,34.09,6.87,7.91,6.37,0.28,13.52,16.08,30.67,84.15,0.69,-0.26,252.91,720.74,2024-08-22 06:30:00,7.07,0.49,0.51,0.51,
21.61,34.03,6.5,8.14,6.37,0.28,14.26,16.58,30.75,83.66,0.42,-0.26,240.83,721.0,2024-08-22 06:45:00,6.12,0.49,0.51,0.51,
21.61,34.03,6.57,8.22,6.37,0.28,13.52,16.88,30.82,83.11,0.5,-0.26,219.44,721.63,2024-08-22 07:00:00,6.93,0.49,0.51,0.51,
21.61,34.03,6.4,7.9,6.37,0.28,14.35,14.94,30.82,83.07,0.59,-0.26,245.23,722.5,2024-08-22 07:15:00,5.83,0.49,0.51,0.51,
19.1,30.05,7.2,8.28,6.28,0.28,13.23,16.47,31.17,80.53,0.41,-0.73,250.02,722.85,2024-08-22 07:30:00,6.09,0.38,0.37,0.49,
18.91,29.77,6.87,7.8,6.27,0.28,13.18,17.12,30.93,80.62,0.55,-0.76,326.41,723.62,2024-08-22 07:45:00,5.1,0.37,0.36,0.49,
18.91,29.77,7.89,7.95,6.27,0.28,14.6,17.89,30.61,80.02,0.73,-0.76,357.16,724.23,2024-08-22 08:00:00,7.49,0.37,0.36,0.49,
18.91,29.77,7.58,8.06,6.27,0.28,13.33,18.06,30.45,79.61,0.72,-0.76,355.94,724.96,2024-08-22 08:15:00,6.52,0.37,0.36,0.49,
18.81,29.57,7.27,8.07,6.27,0.28,13.96,18.73,30.73,76.96,0.71,-0.76,359.58,725.12,2024-08-22 08:30:00,6.33,0.37,0.36,0.49,
18.78,29.49,6.17,7.69,6.27,0.28,13.11,16.39,31.12,74.96,0.62,-0.76,350.19,725.91,2024-08-22 08:45:00,5.9,0.37,0.36,0.49,
18.78,29.49,6.35,8.0,6.27,0.28,14.61,17.49,31.27,73.26,0.46,-0.76,21.02,726.0,2024-08-22 09:15:00,7.58,0.37,0.36,0.49,
19.07,30.07,6.53,8.08,6.27,0.28,13.5,18.17,31.65,71.08,0.55,-0.76,352.72,725.79,2024-08-22 09:30:00,5.84,0.37,0.36,0.49,
19.21,30.35,6.96,7.98,6.27,0.28,13.89,19.02,31.61,71.73,0.57,-0.76,21.53,725.97,2024-08-22 09:45:00,6.44,0.37,0.36,0.49,
19.21,30.35,6.95,7.93,6.27,0.28,13.96,19.9,31.7,70.62,0.58,-0.76,269.4,725.69,2024-08-22 10:00:00,6.94,0.37,0.36,0.49,
19.21,30.35,6.07,8.01,6.27,0.28,14.0,16.93,31.78,69.66,0.48,-0.76,310.83,725.29,2024-08-22 10:15:00,7.54,0.37,0.36,0.49,
19.13,30.2,7.32,8.16,6.27,0.28,13.15,17.09,31.97,69.41,0.55,-0.76,269.16,725.82,2024-08-22 10:30:00,7.33,0.37,0.36,0.49,
19.1,30.13,6.73,7.81,6.27,0.28,13.99,19.49,32.18,68.16,0.67,-0.76,258.15,724.54,2024-08-22 10:45:00,5.82,0.37,0.36,0.49,
